Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,California,Santa Barbara,"Census Tract 22.05, Santa Barbara County, California",Census Tract,06083002205,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 22.06, Santa Barbara County, California",Census Tract,06083002206,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 22.09, Santa Barbara County, California",Census Tract,06083002209,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 22.11, Santa Barbara County, California",Census Tract,06083002211,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 23.03, Santa Barbara County, California",Census Tract,06083002303,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 23.04, Santa Barbara County, California",Census Tract,06083002304,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 23.05, Santa Barbara County, California",Census Tract,06083002305,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 23.06, Santa Barbara County, California",Census Tract,06083002306,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 24.02, Santa Barbara County, California",Census Tract,06083002402,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 24.03, Santa Barbara County, California",Census Tract,06083002403,Non-Rural,,,,,,
,California,Santa Barbara,"Census Tract 24.04, Santa Barbara County, California",Census Tract,06083002404,Non-Rural,,,,,,
Dental Health,6066406328,ME-MSSA 124 Portola,Medicaid Eligible Population HPSA,California,"Plumas County, CA",0.56,12,NA,Designated,Unknown,08/17/2020,08/17/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Plumas,"Census Tract 3, Plumas County, California",Census Tract,06063000300,Unknown,,,,,,
Dental Health,6069052927,ME-MSSA 106 Bradley/San Ardo,Medicaid Eligible Population HPSA,California,"Monterey County, CA",0.30,10,NA,Designated,Rural,08/17/2020,08/17/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Monterey,"Census Tract 114, Monterey County, California",Census Tract,06053011400,Rural,,,,,,
Dental Health,6062631100,ME/MSSA 143-Big River/Needles,Medicaid Eligible Population HPSA,California,"San Bernardino County, CA",1.11,20,NA,Designated,Partially Rural,08/17/2020,08/17/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,San Bernardino,"Census Tract 107, San Bernardino County, California",Census Tract,06071010700,Partially Rural,,,,,,
,California,San Bernardino,"Census Tract 251, San Bernardino County, California",Census Tract,06071025100,Rural,,,,,,
Primary Care,1066746762,ME - MSSA 116c - Anaheim West,Medicaid Eligible Population HPSA,California,"Orange County, CA",12.43,12,5 ,Designated,Non-Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Orange,"Census Tract 868.01, Orange County, California",Census Tract,06059086801,Non-Rural,,,,,,
,California,Orange,"Census Tract 868.02, Orange County, California",Census Tract,06059086802,Non-Rural,,,,,,
,California,Orange,"Census Tract 868.03, Orange County, California",Census Tract,06059086803,Non-Rural,,,,,,
,California,Orange,"Census Tract 869.01, Orange County, California",Census Tract,06059086901,Non-Rural,,,,,,
,California,Orange,"Census Tract 869.02, Orange County, California",Census Tract,06059086902,Non-Rural,,,,,,
,California,Orange,"Census Tract 869.03, Orange County, California",Census Tract,06059086903,Non-Rural,,,,,,
,California,Orange,"Census Tract 870.01, Orange County, California",Census Tract,06059087001,Non-Rural,,,,,,
,California,Orange,"Census Tract 870.02, Orange County, California",Census Tract,06059087002,Non-Rural,,,,,,
,California,Orange,"Census Tract 871.01, Orange County, California",Census Tract,06059087101,Non-Rural,,,,,,
,California,Orange,"Census Tract 871.03, Orange County, California",Census Tract,06059087103,Non-Rural,,,,,,
,California,Orange,"Census Tract 876.01, Orange County, California",Census Tract,06059087601,Non-Rural,,,,,,
,California,Orange,"Census Tract 876.02, Orange County, California",Census Tract,06059087602,Non-Rural,,,,,,
,California,Orange,"Census Tract 877.01, Orange County, California",Census Tract,06059087701,Non-Rural,,,,,,
,California,Orange,"Census Tract 877.03, Orange County, California",Census Tract,06059087703,Non-Rural,,,,,,
,California,Orange,"Census Tract 877.04, Orange County, California",Census Tract,06059087704,Non-Rural,,,,,,
,California,Orange,"Census Tract 878.01, Orange County, California",Census Tract,06059087801,Non-Rural,,,,,,
,California,Orange,"Census Tract 878.02, Orange County, California",Census Tract,06059087802,Non-Rural,,,,,,
,California,Orange,"Census Tract 878.03, Orange County, California",Census Tract,06059087803,Non-Rural,,,,,,
,California,Orange,"Census Tract 878.05, Orange County, California",Census Tract,06059087805,Non-Rural,,,,,,
,California,Orange,"Census Tract 878.06, Orange County, California",Census Tract,06059087806,Non-Rural,,,,,,
Dental Health,6065992408,ME MSSA-144.3 Twentynine Palms,Medicaid Eligible Population HPSA,California,"San Bernardino County, CA",1.60,20,NA,Designated,Partially Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,San Bernardino,"Census Tract 104.09, San Bernardino County, California",Census Tract,06071010409,Rural,,,,,,
,California,San Bernardino,"Census Tract 104.15, San Bernardino County, California",Census Tract,06071010415,Partially Rural,,,,,,
,California,San Bernardino,"Census Tract 104.16, San Bernardino County, California",Census Tract,06071010416,Rural,,,,,,
,California,San Bernardino,"Census Tract 104.21, San Bernardino County, California",Census Tract,06071010421,Rural,,,,,,
,California,San Bernardino,"Census Tract 104.22, San Bernardino County, California",Census Tract,06071010422,Rural,,,,,,
Dental Health,6069755590,ME - Colusa County,Medicaid Eligible Population HPSA,California,"Colusa County, CA",1.695,16,NA,Designated,Rural,09/21/2020,09/21/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Colusa,"Census Tract 1, Colusa County, California",Census Tract,06011000100,Rural,,,,,,
,California,Colusa,"Census Tract 2, Colusa County, California",Census Tract,06011000200,Rural,,,,,,
,California,Colusa,"Census Tract 3, Colusa County, California",Census Tract,06011000300,Rural,,,,,,
,California,Colusa,"Census Tract 4, Colusa County, California",Census Tract,06011000400,Rural,,,,,,
,California,Colusa,"Census Tract 5, Colusa County, California",Census Tract,06011000500,Rural,,,,,,
Primary Care,1067179884,ME - MSSA 107/Soledad,Medicaid Eligible Population HPSA,California,"Monterey County, CA",6.24,14,9 ,Designated,Partially Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Monterey,"Census Tract 108.04, Monterey County, California",Census Tract,06053010804,Non-Rural,,,,,,
,California,Monterey,"Census Tract 109, Monterey County, California",Census Tract,06053010900,Rural,,,,,,
,California,Monterey,"Census Tract 111.01, Monterey County, California",Census Tract,06053011101,Partially Rural,,,,,,
,California,Monterey,"Census Tract 111.02, Monterey County, California",Census Tract,06053011102,Rural,,,,,,
,California,Monterey,"Census Tract 112.02, Monterey County, California",Census Tract,06053011202,Rural,,,,,,
,California,Monterey,"Census Tract 112.03, Monterey County, California",Census Tract,06053011203,Partially Rural,,,,,,
,California,Monterey,"Census Tract 112.04, Monterey County, California",Census Tract,06053011204,Rural,,,,,,
,California,Monterey,"Census Tract 148, Monterey County, California",Census Tract,06053014800,Non-Rural,,,,,,
Dental Health,6068476717,ME - MSSA 47/Calipatria,Medicaid Eligible Population HPSA,California,"Imperial County, CA",1.93,21,NA,Designated,Partially Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Imperial,"Census Tract 101.01, Imperial County, California",Census Tract,06025010101,Rural,,,,,,
,California,Imperial,"Census Tract 101.02, Imperial County, California",Census Tract,06025010102,Rural,,,,,,
,California,Imperial,"Census Tract 123.02, Imperial County, California",Census Tract,06025012302,Partially Rural,,,,,,
,California,Imperial,"Census Tract 124, Imperial County, California",Census Tract,06025012400,Rural,,,,,,
Primary Care,1068407506,ME - MSSA 133.1/Perris,Medicaid Eligible Population HPSA,California,"Riverside County, CA",14.81,9,2 ,Designated,Non-Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Riverside,"Census Tract 426.17, Riverside County, California",Census Tract,06065042617,Non-Rural,,,,,,
,California,Riverside,"Census Tract 426.18, Riverside County, California",Census Tract,06065042618,Non-Rural,,,,,,
,California,Riverside,"Census Tract 426.19, Riverside County, California",Census Tract,06065042619,Non-Rural,,,,,,
,California,Riverside,"Census Tract 426.20, Riverside County, California",Census Tract,06065042620,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.06, Riverside County, California",Census Tract,06065042706,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.08, Riverside County, California",Census Tract,06065042708,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.09, Riverside County, California",Census Tract,06065042709,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.11, Riverside County, California",Census Tract,06065042711,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.14, Riverside County, California",Census Tract,06065042714,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.16, Riverside County, California",Census Tract,06065042716,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.17, Riverside County, California",Census Tract,06065042717,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.19, Riverside County, California",Census Tract,06065042719,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.23, Riverside County, California",Census Tract,06065042723,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.24, Riverside County, California",Census Tract,06065042724,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.26, Riverside County, California",Census Tract,06065042726,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.28, Riverside County, California",Census Tract,06065042728,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.29, Riverside County, California",Census Tract,06065042729,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.30, Riverside County, California",Census Tract,06065042730,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.31, Riverside County, California",Census Tract,06065042731,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.32, Riverside County, California",Census Tract,06065042732,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.33, Riverside County, California",Census Tract,06065042733,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.37, Riverside County, California",Census Tract,06065042737,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.38, Riverside County, California",Census Tract,06065042738,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.39, Riverside County, California",Census Tract,06065042739,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.40, Riverside County, California",Census Tract,06065042740,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.41, Riverside County, California",Census Tract,06065042741,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.42, Riverside County, California",Census Tract,06065042742,Non-Rural,,,,,,
,California,Riverside,"Census Tract 427.43, Riverside County, California",Census Tract,06065042743,Non-Rural,,,,,,
,California,Riverside,"Census Tract 428, Riverside County, California",Census Tract,06065042800,Non-Rural,,,,,,
,California,Riverside,"Census Tract 429.01, Riverside County, California",Census Tract,06065042901,Non-Rural,,,,,,
Dental Health,6068920450,ME - MSSA 71.1/Clearlake/Clearlake Oaks,Medicaid Eligible Population HPSA,California,"Lake County, CA",3.684,20,NA,Designated,Partially Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Lake,"Census Tract 6, Lake County, California",Census Tract,06033000600,Rural,,,,,,
,California,Lake,"Census Tract 7.01, Lake County, California",Census Tract,06033000701,Rural,,,,,,
,California,Lake,"Census Tract 7.02, Lake County, California",Census Tract,06033000702,Partially Rural,,,,,,
,California,Lake,"Census Tract 8.01, Lake County, California",Census Tract,06033000801,Unknown,,,,,,
,California,Lake,"Census Tract 8.02, Lake County, California",Census Tract,06033000802,Partially Rural,,,,,,
Primary Care,1068834561,ME - MSSA 35d/Fresno East Central,Medicaid Eligible Population HPSA,California,"Fresno County, CA",18.61,19,9 ,Designated,Non-Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Fresno,"Census Tract 14.07, Fresno County, California",Census Tract,06019001407,Non-Rural,,,,,,
,California,Fresno,"Census Tract 14.08, Fresno County, California",Census Tract,06019001408,Non-Rural,,,,,,
,California,Fresno,"Census Tract 25.01, Fresno County, California",Census Tract,06019002501,Non-Rural,,,,,,
,California,Fresno,"Census Tract 25.02, Fresno County, California",Census Tract,06019002502,Non-Rural,,,,,,
,California,Fresno,"Census Tract 26.01, Fresno County, California",Census Tract,06019002601,Non-Rural,,,,,,
,California,Fresno,"Census Tract 26.02, Fresno County, California",Census Tract,06019002602,Non-Rural,,,,,,
,California,Fresno,"Census Tract 27.01, Fresno County, California",Census Tract,06019002701,Non-Rural,,,,,,
,California,Fresno,"Census Tract 27.02, Fresno County, California",Census Tract,06019002702,Non-Rural,,,,,,
,California,Fresno,"Census Tract 28, Fresno County, California",Census Tract,06019002800,Non-Rural,,,,,,
,California,Fresno,"Census Tract 29.03, Fresno County, California",Census Tract,06019002903,Non-Rural,,,,,,
,California,Fresno,"Census Tract 29.04, Fresno County, California",Census Tract,06019002904,Non-Rural,,,,,,
,California,Fresno,"Census Tract 29.05, Fresno County, California",Census Tract,06019002905,Non-Rural,,,,,,
,California,Fresno,"Census Tract 29.06, Fresno County, California",Census Tract,06019002906,Non-Rural,,,,,,
,California,Fresno,"Census Tract 30.01, Fresno County, California",Census Tract,06019003001,Non-Rural,,,,,,
,California,Fresno,"Census Tract 30.03, Fresno County, California",Census Tract,06019003003,Non-Rural,,,,,,
,California,Fresno,"Census Tract 30.04, Fresno County, California",Census Tract,06019003004,Non-Rural,,,,,,
,California,Fresno,"Census Tract 32.01, Fresno County, California",Census Tract,06019003201,Non-Rural,,,,,,
,California,Fresno,"Census Tract 32.02, Fresno County, California",Census Tract,06019003202,Non-Rural,,,,,,
,California,Fresno,"Census Tract 33.01, Fresno County, California",Census Tract,06019003301,Non-Rural,,,,,,
,California,Fresno,"Census Tract 33.02, Fresno County, California",Census Tract,06019003302,Non-Rural,,,,,,
,California,Fresno,"Census Tract 52.02, Fresno County, California",Census Tract,06019005202,Non-Rural,,,,,,
,California,Fresno,"Census Tract 52.03, Fresno County, California",Census Tract,06019005203,Non-Rural,,,,,,
,California,Fresno,"Census Tract 52.04, Fresno County, California",Census Tract,06019005204,Non-Rural,,,,,,
Dental Health,6068101965,ME-MSSA 98 &amp; 99-Alturas/Surprise Valley,Medicaid Eligible Population HPSA,California,"Modoc County, CA",0.80,18,NA,Designated,Rural,08/28/2020,08/28/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Modoc,"Census Tract 1, Modoc County, California",Census Tract,06049000100,Rural,,,,,,
,California,Modoc,"Census Tract 3, Modoc County, California",Census Tract,06049000300,Rural,,,,,,
,California,Modoc,"Census Tract 4, Modoc County, California",Census Tract,06049000400,Rural,,,,,,
Dental Health,6069919430,ME - MSSA 189.2/Redding,Medicaid Eligible Population HPSA,California,"Shasta County, CA",6.438,16,NA,Designated,Partially Rural,08/03/2022,08/03/2022
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Shasta,"Census Tract 101, Shasta County, California",Census Tract,06089010100,Non-Rural,,,,,,
,California,Shasta,"Census Tract 102, Shasta County, California",Census Tract,06089010200,Non-Rural,,,,,,
,California,Shasta,"Census Tract 103, Shasta County, California",Census Tract,06089010300,Non-Rural,,,,,,
,California,Shasta,"Census Tract 104, Shasta County, California",Census Tract,06089010400,Non-Rural,,,,,,
,California,Shasta,"Census Tract 105, Shasta County, California",Census Tract,06089010500,Non-Rural,,,,,,
,California,Shasta,"Census Tract 106.01, Shasta County, California",Census Tract,06089010601,Non-Rural,,,,,,
,California,Shasta,"Census Tract 106.02, Shasta County, California",Census Tract,06089010602,Non-Rural,,,,,,
,California,Shasta,"Census Tract 106.03, Shasta County, California",Census Tract,06089010603,Partially Rural,,,,,,
,California,Shasta,"Census Tract 107.02, Shasta County, California",Census Tract,06089010702,Non-Rural,,,,,,
,California,Shasta,"Census Tract 107.03, Shasta County, California",Census Tract,06089010703,Non-Rural,,,,,,
,California,Shasta,"Census Tract 107.04, Shasta County, California",Census Tract,06089010704,Non-Rural,,,,,,
,California,Shasta,"Census Tract 108.03, Shasta County, California",Census Tract,06089010803,Non-Rural,,,,,,
,California,Shasta,"Census Tract 108.04, Shasta County, California",Census Tract,06089010804,Non-Rural,,,,,,
,California,Shasta,"Census Tract 108.05, Shasta County, California",Census Tract,06089010805,Non-Rural,,,,,,
,California,Shasta,"Census Tract 108.06, Shasta County, California",Census Tract,06089010806,Non-Rural,,,,,,
,California,Shasta,"Census Tract 108.07, Shasta County, California",Census Tract,06089010807,Non-Rural,,,,,,
,California,Shasta,"Census Tract 109, Shasta County, California",Census Tract,06089010900,Non-Rural,,,,,,
,California,Shasta,"Census Tract 110.01, Shasta County, California",Census Tract,06089011001,Partially Rural,,,,,,
,California,Shasta,"Census Tract 110.02, Shasta County, California",Census Tract,06089011002,Non-Rural,,,,,,
,California,Shasta,"Census Tract 111, Shasta County, California",Census Tract,06089011100,Non-Rural,,,,,,
,California,Shasta,"Census Tract 112.09, Shasta County, California",Census Tract,06089011209,Non-Rural,,,,,,
,California,Shasta,"Census Tract 113, Shasta County, California",Census Tract,06089011300,Non-Rural,,,,,,
,California,Shasta,"Census Tract 114.01, Shasta County, California",Census Tract,06089011401,Non-Rural,,,,,,
,California,Shasta,"Census Tract 114.02, Shasta County, California",Census Tract,06089011402,Non-Rural,,,,,,
,California,Shasta,"Census Tract 114.03, Shasta County, California",Census Tract,06089011403,Non-Rural,,,,,,
,California,Shasta,"Census Tract 115, Shasta County, California",Census Tract,06089011500,Non-Rural,,,,,,
Primary Care,1069263546,ME MSSA 97.3 - Le Grand/Planada,Medicaid Eligible Population HPSA,California,"Merced County, CA",1.50,17,12,Designated,Partially Rural,09/21/2020,09/21/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Merced,"Census Tract 19.01, Merced County, California",Census Tract,06047001901,Non-Rural,,,,,,
,California,Merced,"Census Tract 19.02, Merced County, California",Census Tract,06047001902,Rural,,,,,,
Dental Health,6061260705,ME-MSSA 134 Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Medicaid Eligible Population HPSA,California,"Riverside County, CA",11.455,16,NA,Designated,Partially Rural,10/19/2020,10/19/2020
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,California,Riverside,"Census Tract 424.01, Riverside County, California",Census Tract,06065042401,Non-Rural,,,,,,
,California,Riverside,"Census Tract 424.12, Riverside County, California",Census Tract,06065042412,Non-Rural,,,,,,
,California,Riverside,"Census Tract 426.23, Riverside County, California",Census Tract,06065042623,Non-Rural,,,,,,
,California,Riverside,"Census Tract 426.24, Riverside County, California",Census Tract,06065042624,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.02, Riverside County, California",Census Tract,06065043802,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.07, Riverside County, California",Census Tract,06065043807,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.09, Riverside County, California",Census Tract,06065043809,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.10, Riverside County, California",Census Tract,06065043810,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.11, Riverside County, California",Census Tract,06065043811,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.12, Riverside County, California",Census Tract,06065043812,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.13, Riverside County, California",Census Tract,06065043813,Non-Rural,,,,,,
,California,Riverside,"Census Tract 438.14, Riverside County, California",Census Tract,06065043814,Non-Rural,,,,,,
