,,,,,,,,,,,,
Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,Massachusetts,Essex,"Census Tract 2056, Essex County, Massachusetts",Census Tract,25009205600,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2057, Essex County, Massachusetts",Census Tract,25009205700,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2058, Essex County, Massachusetts",Census Tract,25009205800,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2059, Essex County, Massachusetts",Census Tract,25009205900,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2060, Essex County, Massachusetts",Census Tract,25009206000,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2061, Essex County, Massachusetts",Census Tract,25009206100,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2062, Essex County, Massachusetts",Census Tract,25009206200,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2063, Essex County, Massachusetts",Census Tract,25009206300,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2064, Essex County, Massachusetts",Census Tract,25009206400,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2065, Essex County, Massachusetts",Census Tract,25009206500,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2066, Essex County, Massachusetts",Census Tract,25009206600,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2067, Essex County, Massachusetts",Census Tract,25009206700,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2068, Essex County, Massachusetts",Census Tract,25009206800,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2069, Essex County, Massachusetts",Census Tract,25009206900,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2070, Essex County, Massachusetts",Census Tract,25009207000,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2071, Essex County, Massachusetts",Census Tract,25009207100,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2072, Essex County, Massachusetts",Census Tract,25009207200,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2106, Essex County, Massachusetts",Census Tract,25009210600,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2107, Essex County, Massachusetts",Census Tract,25009210700,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2108, Essex County, Massachusetts",Census Tract,25009210800,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2109, Essex County, Massachusetts",Census Tract,25009210900,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2172.01, Essex County, Massachusetts",Census Tract,25009217201,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2172.02, Essex County, Massachusetts",Census Tract,25009217202,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2173, Essex County, Massachusetts",Census Tract,25009217300,Non-Rural,,,,,,
,Massachusetts,Essex,"Census Tract 2174, Essex County, Massachusetts",Census Tract,25009217400,Non-Rural,,,,,,
Primary Care,1255097745,FMC-Devens,Correctional Facility,Massachusetts,"Worcester County, MA",1.02,12,0 ,Designated,Non-Rural,02/22/2019,05/12/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FMC-Devens,42 Patton Rd,Ayer,MA,01434-3802,Worcester,Non-Rural,,,,,
Dental Health,6257860088,FMC-Devens,Correctional Facility,Massachusetts,"Worcester County, MA",0.68,12,NA,Designated,Non-Rural,02/22/2019,05/12/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FMC-Devens,42 Patton Rd,Ayer,MA,01434-3802,Worcester,Non-Rural,,,,,
Mental Health,7254033694,FMC-Devens,Correctional Facility,Massachusetts,"Worcester County, MA",0.51,12,NA,Designated,Non-Rural,02/22/2019,05/12/2020
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FMC-Devens,42 Patton Rd,Ayer,MA,01434-3802,Worcester,Non-Rural,,,,,
Dental Health,6255029126,LI-Greenfield/Montague/Sunderland,Low Income Population HPSA,Massachusetts,"Franklin County, MA",1.218,14,NA,Designated,Partially Rural,03/03/2022,03/03/2022
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Franklin,"Greenfield Town city, Franklin County, Massachusetts",County Subdivision,2501127100,Rural,,,,,,
,Massachusetts,Franklin,"Montague town, Franklin County, Massachusetts",County Subdivision,2501142285,Partially Rural,,,,,,
,Massachusetts,Franklin,"Sunderland town, Franklin County, Massachusetts",County Subdivision,2501168400,Partially Rural,,,,,,
Primary Care,1255654871,LI - North Berkshire County,Low Income Population HPSA,Massachusetts,"Berkshire County, MA",1.199,15,8 ,Designated,Partially Rural,08/22/2022,08/22/2022
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Berkshire,"Adams town, Berkshire County, Massachusetts",County Subdivision,2500300555,Non-Rural,,,,,,
,Massachusetts,Berkshire,"North Adams city, Berkshire County, Massachusetts",County Subdivision,2500346225,Rural,,,,,,
,Massachusetts,Berkshire,"Williamstown town, Berkshire County, Massachusetts",County Subdivision,2500379985,Rural,,,,,,
Dental Health,6252922049,LI - Adams Area,Low Income Population HPSA,Massachusetts,"Berkshire County, MA",1.246,16,NA,Designated,Partially Rural,04/06/2023,04/06/2023
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Berkshire,"Adams town, Berkshire County, Massachusetts",County Subdivision,2500300555,Non-Rural,,,,,,
,Massachusetts,Berkshire,"North Adams city, Berkshire County, Massachusetts",County Subdivision,2500346225,Rural,,,,,,
Dental Health,6259821534,South Bay House of Correction,Correctional Facility,Massachusetts,"Suffolk County, MA",1.18,6,NA,Designated,Non-Rural,11/30/2022,11/30/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,South Bay House of Correction,20 Bradston St,Boston,MA,02118-2705,Suffolk,Non-Rural,,,,,
Dental Health,6255992537,LI South End - Downtown,Low Income Population HPSA,Massachusetts,"Suffolk County, MA",0.917,11,NA,Designated,Non-Rural,09/07/2024,09/07/2024
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Suffolk,"Census Tract 103, Suffolk County, Massachusetts",Census Tract,25025010300,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 104.03, Suffolk County, Massachusetts",Census Tract,25025010403,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 104.04, Suffolk County, Massachusetts",Census Tract,25025010404,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 104.05, Suffolk County, Massachusetts",Census Tract,25025010405,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 105, Suffolk County, Massachusetts",Census Tract,25025010500,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 201.01, Suffolk County, Massachusetts",Census Tract,25025020101,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 202, Suffolk County, Massachusetts",Census Tract,25025020200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 203.01, Suffolk County, Massachusetts",Census Tract,25025020301,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 203.02, Suffolk County, Massachusetts",Census Tract,25025020302,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 203.04, Suffolk County, Massachusetts",Census Tract,25025020304,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 203.05, Suffolk County, Massachusetts",Census Tract,25025020305,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 301, Suffolk County, Massachusetts",Census Tract,25025030100,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 302, Suffolk County, Massachusetts",Census Tract,25025030200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 303.01, Suffolk County, Massachusetts",Census Tract,25025030301,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 303.02, Suffolk County, Massachusetts",Census Tract,25025030302,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 304, Suffolk County, Massachusetts",Census Tract,25025030400,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 305, Suffolk County, Massachusetts",Census Tract,25025030500,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 701.02, Suffolk County, Massachusetts",Census Tract,25025070102,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 701.03, Suffolk County, Massachusetts",Census Tract,25025070103,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 701.04, Suffolk County, Massachusetts",Census Tract,25025070104,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 702.01, Suffolk County, Massachusetts",Census Tract,25025070201,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 702.02, Suffolk County, Massachusetts",Census Tract,25025070202,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 703.02, Suffolk County, Massachusetts",Census Tract,25025070302,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 704.02, Suffolk County, Massachusetts",Census Tract,25025070402,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 705.01, Suffolk County, Massachusetts",Census Tract,25025070501,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 705.02, Suffolk County, Massachusetts",Census Tract,25025070502,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 708.01, Suffolk County, Massachusetts",Census Tract,25025070801,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 708.02, Suffolk County, Massachusetts",Census Tract,25025070802,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 709.01, Suffolk County, Massachusetts",Census Tract,25025070901,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 709.02, Suffolk County, Massachusetts",Census Tract,25025070902,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 711.01, Suffolk County, Massachusetts",Census Tract,25025071101,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 712.01, Suffolk County, Massachusetts",Census Tract,25025071201,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 9817, Suffolk County, Massachusetts",Census Tract,25025981700,Non-Rural,,,,,,
Dental Health,6252480662,Low Income - Roxbury,Low Income Population HPSA,Massachusetts,"Suffolk County, MA",0.753,13,NA,Designated,Non-Rural,01/31/2024,01/31/2024
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Suffolk,"Census Tract 801, Suffolk County, Massachusetts",Census Tract,25025080100,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 803, Suffolk County, Massachusetts",Census Tract,25025080300,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 804.01, Suffolk County, Massachusetts",Census Tract,25025080401,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 805, Suffolk County, Massachusetts",Census Tract,25025080500,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 806.01, Suffolk County, Massachusetts",Census Tract,25025080601,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 808.01, Suffolk County, Massachusetts",Census Tract,25025080801,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 809, Suffolk County, Massachusetts",Census Tract,25025080900,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 810.01, Suffolk County, Massachusetts",Census Tract,25025081001,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 811.02, Suffolk County, Massachusetts",Census Tract,25025081102,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 812, Suffolk County, Massachusetts",Census Tract,25025081200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 813.01, Suffolk County, Massachusetts",Census Tract,25025081301,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 813.02, Suffolk County, Massachusetts",Census Tract,25025081302,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 814, Suffolk County, Massachusetts",Census Tract,25025081400,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 815, Suffolk County, Massachusetts",Census Tract,25025081500,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 817, Suffolk County, Massachusetts",Census Tract,25025081700,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 818, Suffolk County, Massachusetts",Census Tract,25025081800,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 819, Suffolk County, Massachusetts",Census Tract,25025081900,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 820, Suffolk County, Massachusetts",Census Tract,25025082000,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 821, Suffolk County, Massachusetts",Census Tract,25025082100,Non-Rural,,,,,,
Primary Care,1257262621,Souza Baranowski Correctional Center,Correctional Facility,Massachusetts,"Middlesex County, MA",0.27,3,NA,Designated,Non-Rural,05/23/2024,05/23/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Souza Baranowski Correctional Center,1671 Shirley Road,Lancaster,MA,01523,Middlesex,Non-Rural,,,,,
Dental Health,6253350552,Souza Baranowski Correctional Center,Correctional Facility,Massachusetts,"Middlesex County, MA",1.70,12,NA,Designated,Non-Rural,05/23/2024,05/23/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Souza Baranowski Correctional Center,1671 Shirley Road,Lancaster,MA,01523,Middlesex,Non-Rural,,,,,
Mental Health,7254702830,Old Colony Correctional Center,Correctional Facility,Massachusetts,"Plymouth County, MA",0.07,3,NA,Designated,Non-Rural,08/21/2024,08/21/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Old Colony Correctional Center,1 Administration Road,Bridgewater,MA,02324-3298,Plymouth,Non-Rural,,,,,
Dental Health,6254880358,Bridgewater State Hospital CF,Correctional Facility,Massachusetts,"Plymouth County, MA",2.413,6,NA,Designated,Non-Rural,05/23/2024,05/23/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bridgewater State Hospital CF,20 Administration Rd,Bridgewater,MA,02324-3230,Plymouth,Non-Rural,,,,,
Primary Care,1251304806,Bridgewater State Hospital CF,Correctional Facility,Massachusetts,"Plymouth County, MA",0.645,3,NA,Designated,Non-Rural,06/11/2024,06/11/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bridgewater State Hospital CF,20 Administration Rd,Bridgewater,MA,02324-3230,Plymouth,Non-Rural,,,,,
Dental Health,6259858168,Massachusetts Treatment Center (MTC),Correctional Facility,Massachusetts,"Plymouth County, MA",0.17,3,NA,Designated,Non-Rural,06/11/2024,06/11/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Massachusetts Treatment Center (MTC),30 Administration Road,Bridgewater,MA,02324-3230,Plymouth,Non-Rural,,,,,
Primary Care,1255307923,North Central Correctional Institution-Gardner,Correctional Facility,Massachusetts,"Worcester County, MA",0.38,3,NA,Designated,Non-Rural,06/11/2024,06/11/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,North Central Correctional Institution-Gardner,500 Colony Rd,Gardner,MA,01440-4238,Worcester,Non-Rural,,,,,
Dental Health,6251491065,North Central Correctional Institution - Gardner,Correctional Facility,Massachusetts,"Worcester County, MA",0.18,3,NA,Designated,Non-Rural,06/11/2024,06/11/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,North Central Correctional Institution - Gardner,500 Colony Rd,Gardner,MA,01440-4238,Worcester,Non-Rural,,,,,
Primary Care,1256943856,Massachusetts Correctional Institution - Norfolk,Correctional Facility,Massachusetts,,0.56,3,NA,Designated,Non-Rural,07/09/2024,07/09/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Massachusetts Correctional Institution - Norfolk,2 Clark Street,Norfolk,MA,02056,Not Determined,Non-Rural,,,,,
Dental Health,6251605651,LI - Dorchester/Mattapan,Low Income Population HPSA,Massachusetts,"Suffolk County, MA",6.338,15,NA,Designated,Non-Rural,10/07/2024,10/07/2024
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Suffolk,"Census Tract 1001, Suffolk County, Massachusetts",Census Tract,25025100100,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1002, Suffolk County, Massachusetts",Census Tract,25025100200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1003, Suffolk County, Massachusetts",Census Tract,25025100300,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1004, Suffolk County, Massachusetts",Census Tract,25025100400,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1005, Suffolk County, Massachusetts",Census Tract,25025100500,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1006.01, Suffolk County, Massachusetts",Census Tract,25025100601,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1006.03, Suffolk County, Massachusetts",Census Tract,25025100603,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1007, Suffolk County, Massachusetts",Census Tract,25025100700,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1008, Suffolk County, Massachusetts",Census Tract,25025100800,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1009, Suffolk County, Massachusetts",Census Tract,25025100900,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1010.01, Suffolk County, Massachusetts",Census Tract,25025101001,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1010.02, Suffolk County, Massachusetts",Census Tract,25025101002,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1011.01, Suffolk County, Massachusetts",Census Tract,25025101101,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 1011.02, Suffolk County, Massachusetts",Census Tract,25025101102,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 901, Suffolk County, Massachusetts",Census Tract,25025090100,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 902, Suffolk County, Massachusetts",Census Tract,25025090200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 903, Suffolk County, Massachusetts",Census Tract,25025090300,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 904, Suffolk County, Massachusetts",Census Tract,25025090400,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 906, Suffolk County, Massachusetts",Census Tract,25025090600,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 907, Suffolk County, Massachusetts",Census Tract,25025090700,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 909.01, Suffolk County, Massachusetts",Census Tract,25025090901,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 910.01, Suffolk County, Massachusetts",Census Tract,25025091001,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 911, Suffolk County, Massachusetts",Census Tract,25025091100,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 912, Suffolk County, Massachusetts",Census Tract,25025091200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 913, Suffolk County, Massachusetts",Census Tract,25025091300,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 914, Suffolk County, Massachusetts",Census Tract,25025091400,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 915, Suffolk County, Massachusetts",Census Tract,25025091500,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 916, Suffolk County, Massachusetts",Census Tract,25025091600,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 917, Suffolk County, Massachusetts",Census Tract,25025091700,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 918, Suffolk County, Massachusetts",Census Tract,25025091800,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 919, Suffolk County, Massachusetts",Census Tract,25025091900,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 920, Suffolk County, Massachusetts",Census Tract,25025092000,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 921.01, Suffolk County, Massachusetts",Census Tract,25025092101,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 922, Suffolk County, Massachusetts",Census Tract,25025092200,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 923, Suffolk County, Massachusetts",Census Tract,25025092300,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 924, Suffolk County, Massachusetts",Census Tract,25025092400,Non-Rural,,,,,,
,Massachusetts,Suffolk,"Census Tract 9811, Suffolk County, Massachusetts",Census Tract,25025981100,Non-Rural,,,,,,
Primary Care,1251031979,Hampden County House of Corrections,Correctional Facility,Massachusetts,"Hampden County, MA",2.10,6,NA,Designated,Non-Rural,11/19/2024,11/19/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Hampden County House of Corrections,627 Randall Rd,Ludlow,MA,01056-1085,Hampden,Non-Rural,,,,,
Dental Health,6255449570,FMC Devens,Correctional Facility,Massachusetts,"Worcester County, MA",0.76,12,NA,Designated,Non-Rural,10/24/2024,10/24/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FMC Devens,42 Patton Rd,Devens,MA,01434-3802,Worcester,Non-Rural,,,,,
Mental Health,7255471944,FMC Devens,Correctional Facility,Massachusetts,"Worcester County, MA",0.57,12,NA,Designated,Non-Rural,10/24/2024,10/24/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FMC Devens,42 Patton Rd,Devens,MA,01434-3802,Worcester,Non-Rural,,,,,
Primary Care,1255308401,FMC Devens,Correctional Facility,Massachusetts,"Worcester County, MA",1.14,12,NA,Designated,Non-Rural,10/24/2024,10/24/2024
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FMC Devens,42 Patton Rd,Devens,MA,01434-3802,Worcester,Non-Rural,,,,,
Mental Health,7254727232,Bristol County House of Corrections,Correctional Facility,Massachusetts,"Bristol County, MA",1.71,12,NA,Designated,Non-Rural,05/06/2025,05/06/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bristol County House of Corrections,400 Faunce Corner Road,North Dartmouth,MA,02747-1275,Bristol,Non-Rural,,,,,
Primary Care,1255273446,Bristol County House of Corrections,Correctional Facility,Massachusetts,"Bristol County, MA",1.66,6,NA,Designated,Non-Rural,05/06/2025,05/06/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bristol County House of Corrections,400 Faunce Corner Road,North Dartmouth,MA,02747-1275,Bristol,Non-Rural,,,,,
Primary Care,1256756782,Southern Berkshires,Geographic HPSA,Massachusetts,"Berkshire County, MA",1.28,9,3 ,Designated,Partially Rural,07/14/2025,07/14/2025
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Berkshire,"Alford town, Berkshire County, Massachusetts",County Subdivision,2500300975,Rural,,,,,,
,Massachusetts,Berkshire,"Becket town, Berkshire County, Massachusetts",County Subdivision,2500304545,Non-Rural,,,,,,
,Massachusetts,Berkshire,"Egremont town, Berkshire County, Massachusetts",County Subdivision,2500321360,Rural,,,,,,
,Massachusetts,Berkshire,"Great Barrington town, Berkshire County, Massachusetts",County Subdivision,2500326815,Rural,,,,,,
,Massachusetts,Berkshire,"Monterey town, Berkshire County, Massachusetts",County Subdivision,2500342460,Rural,,,,,,
,Massachusetts,Berkshire,"Mount Washington town, Berkshire County, Massachusetts",County Subdivision,2500343300,Rural,,,,,,
,Massachusetts,Berkshire,"New Marlborough town, Berkshire County, Massachusetts",County Subdivision,2500345420,Rural,,,,,,
,Massachusetts,Berkshire,"Otis town, Berkshire County, Massachusetts",County Subdivision,2500351580,Rural,,,,,,
,Massachusetts,Berkshire,"Sandisfield town, Berkshire County, Massachusetts",County Subdivision,2500359665,Rural,,,,,,
,Massachusetts,Berkshire,"Sheffield town, Berkshire County, Massachusetts",County Subdivision,2500361065,Rural,,,,,,
,Massachusetts,Berkshire,"Stockbridge town, Berkshire County, Massachusetts",County Subdivision,2500367595,Rural,,,,,,
,Massachusetts,Berkshire,"Tyringham town, Berkshire County, Massachusetts",County Subdivision,2500371095,Rural,,,,,,
,Massachusetts,Berkshire,"West Stockbridge town, Berkshire County, Massachusetts",County Subdivision,2500377990,Rural,,,,,,
Primary Care,1259478409,Greenfield/Charlemont,Geographic HPSA,Massachusetts,"Berkshire County, MA | Franklin County, MA",0.505,8,1 ,Designated,Partially Rural,09/05/2025,09/05/2025
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Massachusetts,Franklin,"Ashfield town, Franklin County, Massachusetts",County Subdivision,2501102095,Partially Rural,,,,,,
